gene_id	ranks.Parkin
ENSG00000186470	8.24042313864023
ENSG00000163359	8.10121785263594
ENSG00000112837	8.02391578957508
ENSG00000131149	8.00978162187741
ENSG00000160867	7.97801801536714
ENSG00000167964	7.94067173361023
ENSG00000161328	7.92468599937174
ENSG00000050767	7.92250657402673
ENSG00000178297	7.90789748685673
ENSG00000111186	7.87280899797728
ENSG00000110693	7.80820222558886
ENSG00000166165	7.78923659677751
ENSG00000132635	7.77235936961052
ENSG00000276547	7.60619864493228
ENSG00000235986	7.58670051932297
ENSG00000159761	7.53395787696791
ENSG00000174473	7.51951324371547
ENSG00000131668	7.41540707202706
ENSG00000254122	7.37423650538624
ENSG00000178773	7.36300780124582
ENSG00000242353	7.34677572766984
ENSG00000073282	7.30466780105303
ENSG00000249931	7.30279387394893
ENSG00000302880	7.29975196748489
ENSG00000151332	7.28746134091135
ENSG00000280989	7.27362623605398
ENSG00000103512	7.14386297171621
ENSG00000276449	7.09460009979646
ENSG00000221887	7.08045863844844
ENSG00000140285	7.07764509754043
ENSG00000223486	7.05715887020375
ENSG00000148672	7.04675916631243
ENSG00000020181	7.0354024900906
ENSG00000228672	6.99842713366556
ENSG00000162433	6.99686357359692
ENSG00000010310	6.99061872095995
ENSG00000037280	6.96891809222631
ENSG00000223532	6.96490019400818
ENSG00000107537	6.9359022684228
ENSG00000294256	6.92934165385585
ENSG00000283098	6.90064167361119
ENSG00000258708	6.87317156109316
ENSG00000110871	6.8646725601083
ENSG00000111801	6.85446147854764
ENSG00000168310	6.84704187008236
ENSG00000224859	6.83268729702083
ENSG00000034053	6.81372664971383
ENSG00000179008	6.79658610306118
ENSG00000292308	6.79445549001449
ENSG00000153132	6.77197856690073
ENSG00000127995	6.77147275465392
ENSG00000259030	6.75101700379944
ENSG00000275211	6.74923203027003
ENSG00000291617	6.73394448165016
ENSG00000100324	6.72367841209183
ENSG00000297440	6.71748966611452
ENSG00000080493	6.71447059638876
ENSG00000234704	6.70505077725287
ENSG00000115365	6.70021572737766
ENSG00000110628	6.70014170939203
ENSG00000120669	6.6882469437159
ENSG00000229891	6.65427889224627
ENSG00000185774	6.64769593864506
ENSG00000180613	6.63818702263869
ENSG00000307802	6.62981210174931
ENSG00000027644	6.61133896962304
ENSG00000073060	6.58758242899339
ENSG00000151702	6.58599818546508
ENSG00000121236	6.56686845761522
ENSG00000106852	6.56054926786265
ENSG00000105808	6.53599235751864
ENSG00000154102	6.52200291243323
ENSG00000101290	6.46134031916825
ENSG00000125869	6.46039052564629
ENSG00000225691	6.42920227601108
ENSG00000065268	6.42828722641301
ENSG00000266916	6.42619201820248
ENSG00000095397	6.42215308870068
ENSG00000259065	6.42035484904447
ENSG00000173917	6.37200839439764
ENSG00000144119	6.36289039034925
ENSG00000186564	6.36002932570258
ENSG00000188825	6.3420348081213
ENSG00000237424	6.32143603377593
ENSG00000183044	6.30282820324385
ENSG00000174456	6.29582145434822
ENSG00000114315	6.29578837425379
ENSG00000178026	6.29434403889516
ENSG00000281518	6.29001004192167
ENSG00000088543	6.2897157329386
ENSG00000233429	6.26457166994245
ENSG00000176845	6.2473783135813
ENSG00000142156	6.24652603658001
ENSG00000108733	6.22615939334306
ENSG00000260086	6.21722109988308
